domain,agency,status,redirect,xml,items,pdfs,completion
citizenscience.gov,"General Services Administration",200,"https://www.usa.gov/citizen-science",false,0,0,0
cio.gov,"General Services Administration",404,"https://www.cio.gov/sitemap.xml",false,0,0,0
challenge.gov,"General Services Administration",404,"https://www.challenge.gov/sitemap.xml",false,0,0,1
fedinfo.gov,"General Services Administration",500,"undefined",false,0,0,0
cfo.gov,"General Services Administration",404,"https://cfo.gov/sitemap.xml",false,0,0,0
cdo.gov,"General Services Administration",404,"https://cdo.gov/sitemap.xml",false,0,0,0
contractdirectory.gov,"General Services Administration",500,"undefined",false,0,0,0
buyaccessible.gov,"General Services Administration",500,"undefined",false,0,0,0
cbca.gov,"General Services Administration",200,"https://cbca.gov/sitemap.xml",true,500,463,0.30666666666666664
buyamerican.gov,"General Services Administration",200,"https://www.madeinamerica.gov/sitemap.xml/",false,14,0,0.9
businessusa.gov,"General Services Administration",500,"undefined",false,0,0,0
cao.gov,"General Services Administration",404,"https://www.acquisition.gov/cao-homesitemap.xml",false,0,0,0
fbf.gov,"General Services Administration",200,"https://acquisitiongateway.gov/forecast",false,0,0,1
acquisitiongateway.gov,"General Services Administration",200,"https://acquisitiongateway.gov/sitemap.xml",true,1054,0,1
400yaahc.gov,"General Services Administration",500,"undefined",false,0,0,0
18f.gov,"General Services Administration",500,"undefined",false,0,0,0
acquisition.gov,"General Services Administration",200,"https://acquisition.gov/sitemap.xml",true,6439,0,0.2857142857142857
protecciondelconsumidor.gov,"Federal Trade Commission",500,"undefined",false,0,0,0
sentinel.gov,"Federal Trade Commission",200,"https://www.ftc.gov/enforcement/consumer-sentinel-network",false,0,5,0
accessibility.gov,"General Services Administration",500,"undefined",false,0,0,0
idtheft.gov,"Federal Trade Commission",500,"undefined",false,0,0,0
robodeidentidad.gov,"Federal Trade Commission",200,"https://www.robodeidentidad.gov/sitemap.xml",false,0,0,1
afadvantage.gov,"General Services Administration",404,"https://afadvantage.gov/sitemap.xml",false,0,0,1
identitytheft.gov,"Federal Trade Commission",200,"https://www.identitytheft.gov/sitemap.xml",false,0,0,1
hsr.gov,"Federal Trade Commission",200,"https://www.ftc.gov/enforcement/premerger-notification-program",false,0,14,0
militaryconsumer.gov,"Federal Trade Commission",200,"https://www.militaryconsumer.gov/sitemap.xml",true,1070,0,0.5797101449275363
ftc.gov,"Federal Trade Commission",404,"https://www.ftc.gov/sitemap.xml",false,0,0,0
onguardonline.gov,"Federal Trade Commission",200,"https://www.consumer.ftc.gov/sitemap.xml",true,1810,0,0.38961038961038963
econsumer.gov,"Federal Trade Commission",200,"https://econsumer.gov/sitemap.xml",false,0,0,1
dontserveteens.gov,"Federal Trade Commission",200,"https://consumer.ftc.gov/features/we-dont-serve-teens",false,0,0,0
consumidor.gov,"Federal Trade Commission",200,"https://consumidor.gov/sitemap.xml",true,72,0,0
tsptest.gov,"Federal Retirement Thrift Investment Board",500,"undefined",false,0,0,0
donotcall.gov,"Federal Trade Commission",200,"https://donotcall.gov/sitemap.xml",false,0,0,0
consumer.gov,"Federal Trade Commission",200,"https://consumer.gov/sitemap.xml",true,72,0,0.33333333333333337
tsp.gov,"Federal Retirement Thrift Investment Board",403,"undefined",false,0,0,0
frtibtest.gov,"Federal Retirement Thrift Investment Board",500,"undefined",false,0,0,0
exploretsp.gov,"Federal Retirement Thrift Investment Board",500,"undefined",false,0,0,0
newmoney.gov,"Federal Reserve Board of Governors",500,"undefined",false,0,0,0
frs.gov,"Federal Reserve Board of Governors",500,"undefined",false,0,0,0
frtib.gov,"Federal Retirement Thrift Investment Board",200,"https://www.frtib.gov/sitemap.xml",true,1061,973,1
alertaenlinea.gov,"Federal Trade Commission",200,"https://consumidor.ftc.gov/sitemap.xml",true,1810,0,0.04054054054054057
fedres.gov,"Federal Reserve Board of Governors",500,"undefined",false,0,0,0
ffiec.gov,"Federal Reserve Board of Governors",403,"https://www.ffiec.gov/sitemap.xml",false,0,0,0
uscurrency.gov,"Federal Reserve Board of Governors",200,"https://www.uscurrency.gov/sitemap.xml",true,233,0,0.6956521739130435
fedpartnership.gov,"Federal Reserve Board of Governors",200,"https://www.fedpartnership.gov/sitemap.xml",true,4,0,1
federalreserveconsumerhelp.gov,"Federal Reserve Board of Governors",404,"https://www.federalreserveconsumerhelp.gov/sitemap.xml",false,0,0,0
federalreserve.gov,"Federal Reserve Board of Governors",404,"https://www.federalreserve.gov/sitemap.xml",false,0,0,0
fbiic.gov,"Federal Reserve Board of Governors",403,"https://www.fbiic.gov/sitemap.xml",false,0,0,0
consumersentinel.gov,"Federal Trade Commission",200,"https://consumersentinel.gov/sitemap.xml",false,0,0,1
billetes.gov,"Federal Reserve Board of Governors",200,"https://www.uscurrency.gov/es",false,0,0,0
permitting.gov,"Federal Permitting Improvement Steering Council",200,"https://www.permitting.gov/sitemap.xml",true,330,0,0.8918918918918919
fpisc.gov,"Federal Permitting Improvement Steering Council",200,"https://www.permitting.gov/sitemap.xml",true,330,0,0.8918918918918919
fmshrc.gov,"Federal Mine Safety and Health Review Commission",404,"https://fmshrc.gov/sitemap.xml",false,0,0,0
flra.gov,"Federal Labor Relations Authority",404,"https://www.flra.gov/sitemap.xml",false,0,0,0
frb.gov,"Federal Reserve Board of Governors",500,"undefined",false,0,0,0
fmc.gov,"Federal Maritime Commission",200,"https://www.fmc.gov/sitemap_index.xml",true,879,2,0.7692307692307692
mortgagetranslations.gov,"Federal Housing Finance Agency",200,"https://www.fhfa.gov/mortgage-translations",false,0,1,0
fmcs.gov,"Federal Mediation and Conciliation Service",200,"https://www.fmcs.gov/sitemap_index.xml",true,1261,0,0.8333333333333334
ferc.gov,"Federal Energy Regulatory Commission",404,"https://ferc.gov/sitemap.xml",false,0,0,0
fhfaoig.gov,"Federal Housing Finance Agency",200,"https://www.fhfaoig.gov/sitemap.xml",true,1174,0,0
fhfa.gov,"Federal Housing Finance Agency",200,"https://www.fhfa.gov/sitemap.xml",true,4139,0,0.9915254237288136
fdicseguro.gov,"Federal Deposit Insurance Corporation",500,"undefined",false,0,0,0
ofia.gov,"Federal Deposit Insurance Corporation",200,"https://www.ofia.gov/sitemap.xml",true,128,114,1
fdicig.gov,"Federal Deposit Insurance Corporation",500,"undefined",false,0,0,0
myfdic.gov,"Federal Deposit Insurance Corporation",200,"https://myfdic.gov/sitemap.xml",false,0,0,1
adr.gov,"Federal Mediation and Conciliation Service",500,"undefined",false,0,0,0
economicinclusion.gov,"Federal Deposit Insurance Corporation",500,"undefined",false,0,0,0
fec.gov,"Federal Election Commission",200,"https://www.fec.gov/sitemap-wagtail.xml/",false,12394,0,0.74
getinternet.gov,"Federal Communications Commission",200,"https://getinternet.gov/auth_redirect.do?sysparm_stack=no&sysparm_url=https%3A%2F%2Fusac.okta.com%2Fapp%2Fservicenow_ud%2Fexk11mawq4zaM74E1297%2Fsso%2Fsaml%3FSAMLRequest%3DlVJbb5swFP4ryO%252FBQMhlVojEkk2L1Haoyfqwl%252BkEH6hVsKmPgW6%252FfoSkSvewSn2z7O%252Bc7%252BYVQV1FjUhb96jv8blFct5LXWkS55eEtVYLA6RIaKiRhMvFPr29EZEfiMYaZ3JTMS8lQuuU0Rujqa3R7tF2Kscf9zcJe3SuIcG5sapUetL3vV%252BiU9qh1ej80nRcQ9dAib40zNsOIpSG07brbEuQ%252B%252BbJgZ%252BbmkPTcDozaNP%252FaiXHl6cwrKF%252Fjv%252FA7SL%252BEkafFpzI8JMP5n01NsfRZcIKqAiZt9smbH%252B3KQKMcQmQL6SEaThbShkH01mwjEAe4%252BI4ACkDItXhdZSoxZ0mB9olLAqi%252BSSYT6L4EMQiDMVs6i%252Fni5%252FMyy75fFZaKl2%252BH%252BbxDCLx7XDIJtn3%252FWFc0CmJ9m5AfzjHB7Q0ZjhsZ%252BvVWKgYpdu3Hb%252BvCl6LZetX%252BnM1UHVoVaHQ%252BtcmLic6lbTibxkv%252FI04WdltM1Op%252FLeXVpXpNxbBDfacbXFsqgb3f1GhH443Sk6KESqwBlWlUlokYnx94f33U6%252F%252FAg%253D%253D%26RelayState%3Dhttps%253A%252F%252Forigin-www.getinternet.gov%252Fsaml_redirector.do%253Fsysparm_nostack%253Dtrue%2526sysparm_uri%253D%25252Fnav_to.do%25253Furi%25253D%2525252Fsitemap.xml",false,0,0,1
fcc.gov,"Federal Communications Commission",200,"https://www.fcc.gov/page-not-found",false,0,0,0
broadbandmap.gov,"Federal Communications Commission",200,"https://broadbandmap.fcc.gov/",false,0,0,1
acpbenefit.gov,"Federal Communications Commission",500,"undefined",false,0,0,0
affordableconnectivity.gov,"Federal Communications Commission",500,"undefined",false,0,0,0
fdicoig.gov,"Federal Deposit Insurance Corporation",200,"https://fdicoig.gov/sitemap.xml",true,468,0,0.7142857142857143
accedeainternet.gov,"Federal Communications Commission",200,"https://www.getinternet.gov/apply?ln=U3BhbmlzaA%3D%3D&awsl=accedeainternet",false,0,0,1
fdic.gov,"Federal Deposit Insurance Corporation",200,"https://www.fdic.gov/sitemap.xml",true,18000,0,0.6883116883116883
whitehousedrugpolicy.gov,"Executive Office of the President",500,"undefined",false,0,0,0
fcsic.gov,"Farm Credit Administration",404,"https://www.fcsic.gov/sitemap.xml",false,0,0,0
fca.gov,"Farm Credit Administration",200,"https://www.fca.gov/sitemap.xml",true,159,0,0.8311688311688312
fdicconnect.gov,"Federal Deposit Insurance Corporation",500,"undefined",false,0,0,0
ustr.gov,"Executive Office of the President",404,"https://ustr.gov/sitemap.xml",false,0,0,0
exim.gov,"Export/Import Bank of the U.S.",200,"https://exim.gov/sitemap.xml",true,5074,0,0.8507462686567164
usds.gov,"Executive Office of the President",200,"https://www.usds.gov/sitemap.xml",true,101,15,1
unitedwestand.gov,"Executive Office of the President",500,"undefined",false,0,0,0
reprorights.gov,"Executive Office of the President",500,"undefined",false,0,0,0
reproductiverights.gov,"Executive Office of the President",500,"undefined",false,0,0,0
reproaccess.gov,"Executive Office of the President",500,"undefined",false,0,0,0
reproductiveaccess.gov,"Executive Office of the President",500,"undefined",false,0,0,0
publicserviceloanforgiveness.gov,"Executive Office of the President",500,"undefined",false,0,0,0
pslf.gov,"Executive Office of the President",500,"undefined",false,0,0,0
usdigitalservice.gov,"Executive Office of the President",200,"https://www.usds.gov/sitemap.xml",true,101,15,1
pitctestdomain.gov,"Executive Office of the President",500,"undefined",false,0,0,0
pci.gov,"Executive Office of the President",500,"undefined",false,0,0,0
pitc.gov,"Executive Office of the President",500,"undefined",false,0,0,0
ostp.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/ostp/",false,0,0,0
wh.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/sitemap_index.xml",true,4018,0,0.6842105263157895
ondcp.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/ondcp/?utm_source=www.ondcp.gov",false,0,0,0
whitehouse.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/sitemap_index.xml",true,4018,0,0.6842105263157895
omb.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/omb/?utm_source=www.omb.gov",false,0,0,0
investinginamerica.gov,"Executive Office of the President",500,"undefined",false,0,0,0
investinamerica.gov,"Executive Office of the President",500,"undefined",false,0,0,0
invest.gov,"Executive Office of the President",500,"undefined",false,0,0,0
invertir.gov,"Executive Office of the President",500,"undefined",false,0,0,0
nepa.gov,"Executive Office of the President",500,"http://nepa.gov/sitemap.xml",false,0,0,0
environmentaljustice.gov,"Executive Office of the President",500,"undefined",false,0,0,0
ej.gov,"Executive Office of the President",500,"undefined",false,0,0,0
eop.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/",false,0,0,0
crisisnextdoor.gov,"Executive Office of the President",500,"undefined",false,0,0,0
cleanenergy.gov,"Executive Office of the President",500,"undefined",false,0,0,0
childtaxcredit.gov,"Executive Office of the President",500,"undefined",false,0,0,0
buildbackbetter.gov,"Executive Office of the President",500,"undefined",false,0,0,0
max.gov,"Executive Office of the President",404,"https://max.omb.gov/sitemap.xml",false,0,0,0
build.gov,"Executive Office of the President",500,"undefined",false,0,0,0
earmarks.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/omb/",false,0,0,0
ai.gov,"Executive Office of the President",200,"https://www.ai.gov/sitemap.xml",false,4,0,1
budget.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/omb/?utm_source=www.budget.gov",false,0,0,0
sustainability.gov,"Environmental Protection Agency",404,"https://sustainability.gov/sitemap.xml",false,0,0,0
nano.gov,"Executive Office of the President",200,"https://www.nano.gov/sitemap_index.xml",true,575,0,1
greengov.gov,"Environmental Protection Agency",500,"undefined",false,0,0,0
eeoc.gov,"Equal Employment Opportunity Commission",404,"https://www.eeoc.gov/sitemap.xml",false,0,0,0
foiaonline.gov,"Environmental Protection Agency",500,"undefined",false,0,0,0
urbanwaters.gov,"Environmental Protection Agency",200,"https://www.epa.gov/urbanwaterspartners",false,0,0,0
relocatefeds.gov,"Environmental Protection Agency",404,"undefined",false,0,0,0
epaoig.gov,"Environmental Protection Agency",200,"https://www.epa.gov/office-inspector-general",false,0,0,0
quantum.gov,"Executive Office of the President",200,"https://www.quantum.gov/sitemap_index.xml",true,361,0,0.75
frtr.gov,"Environmental Protection Agency",404,"https://frtr.gov/sitemap.xml",false,0,0,0
cbi-epa.gov,"Environmental Protection Agency",500,"undefined",false,0,0,0
airnow.gov,"Environmental Protection Agency",404,"https://www.airnow.gov/sitemap.xml",false,0,0,0
energystar.gov,"Environmental Protection Agency",200,"https://www.energystar.gov/sitemap.xml",true,18324,13148,0.9649122807017544
fedcenter.gov,"Environmental Protection Agency",404,"https://www.fedcenter.gov/sitemap.xml",false,0,0,0
airknowledge.gov,"Environmental Protection Agency",404,"https://airknowledge.gov/sitemap.xml",false,0,0,1
epa.gov,"Environmental Protection Agency",200,"https://www.epa.gov/sitemap.xml",true,18000,0,0.15068493150684936
votebymail.gov,"Election Assistance Commission",200,"https://www.eac.gov/voters/national-mail-voter-registration-form",false,0,21,0
helpamericavote.gov,"Election Assistance Commission",200,"https://www.eac.gov/help-america-vote",false,0,3,0
osis.gov,"Director of National Intelligence",500,"undefined",false,0,0,0
ugov.gov,"Director of National Intelligence",500,"undefined",false,0,0,0
odni.gov,"Director of National Intelligence",200,"https://www.dni.gov/sitemap.xml",true,1223,0,0.7536231884057971
eac.gov,"Election Assistance Commission",200,"https://www.eac.gov/sitemap.xml",true,1,0,0.012048192771084376
ncsc.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/ncsc-home",false,0,0,0
nctc.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/nctc-home",false,0,0,0
ise.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/",false,0,0,0
icjointduty.gov,"Director of National Intelligence",404,"undefined",false,0,0,0
intelligence.gov,"Director of National Intelligence",404,"https://www.intelligence.gov/sitemap.xml",false,0,0,0
intel.gov,"Director of National Intelligence",404,"https://www.intel.gov/sitemap.xml",false,0,0,0
iarpa.gov,"Director of National Intelligence",200,"https://www.iarpa.gov/sitemap.xml",true,998,675,0.41666666666666663
famep.gov,"Director of National Intelligence",500,"undefined",false,0,0,0
iarpa-ideas.gov,"Director of National Intelligence",200,"https://iarpa-ideas.gov/client/signin.aspx",false,0,1,0
dni.gov,"Director of National Intelligence",200,"https://www.dni.gov/sitemap.xml",true,1223,0,0.7222222222222222
workplace.gov,"Department of the Treasury",500,"undefined",false,0,0,0
ustreas.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,0,1,0
intelink.gov,"Director of National Intelligence",500,"undefined",false,0,0,0
wizard.gov,"Department of the Treasury",200,"https://wizard.gov/sitemap.xml",true,1898,0,0.9459459459459459
usmint.gov,"Department of the Treasury",403,"undefined",false,0,0,0
usdebitcard.gov,"Department of the Treasury",404,"https://www.usdebitcard.gov/sitemap.xml",false,0,0,0
ttlplus.gov,"Department of the Treasury",500,"undefined",false,0,0,0
ttbonline.gov,"Department of the Treasury",500,"undefined",false,0,0,0
usaspending.gov,"Department of the Treasury",200,"https://www.usaspending.gov/sitemap.xml",true,3985,0,1
ce-ncsc.gov,"Director of National Intelligence",500,"undefined",false,0,0,0
ttb.gov,"Department of the Treasury",200,"https://www.ttb.gov/sitemap.xml",true,2475,0,0.9013157894736842
treasuryscams.gov,"Department of the Treasury",200,"https://www.treasuryscams.gov/sitemap.xml",true,1898,0,1
ncix.gov,"Director of National Intelligence",500,"undefined",false,0,0,0
treasuryhunt.gov,"Department of the Treasury",200,"https://www.treasuryhunt.gov/sitemap.xml",true,1898,0,0.9692307692307692
treasuryauction.gov,"Department of the Treasury",500,"undefined",false,0,0,0
treasurydirect.gov,"Department of the Treasury",200,"https://treasurydirect.gov/sitemap.xml",true,1898,0,0.9875
treasuryauctions.gov,"Department of the Treasury",200,"https://treasuryauctions.gov/sitemap.xml",true,1898,0,0.9875
treasury.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,0,1,0
treaslockbox.gov,"Department of the Treasury",404,"https://treaslockbox.gov/sitemap.xml",false,0,0,1
tigtanet.gov,"Department of the Treasury",500,"undefined",false,0,0,0
treas.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,0,1,0
transparency.gov,"Department of the Treasury",200,"https://loveisaskill.cloudflareaccess.com/cdn-cgi/access/login/transparency.gov?kid=809982948ee875c21e377dcdcf9c1e0acac128ed77dd8679aeb255b410cb30bb&meta=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsImtpZCI6IjgyZDVlZmQ5ZjExMDU4YmUzOWVhYjEwZWQxZDk2NGI5MDU4Y2QxZTdiZWY1YzA5YWEyNjMyYzlkY2YyMzhmMzkifQ.eyJ0eXBlIjoibWV0YSIsImF1ZCI6IjgwOTk4Mjk0OGVlODc1YzIxZTM3N2RjZGNmOWMxZTBhY2FjMTI4ZWQ3N2RkODY3OWFlYjI1NWI0MTBjYjMwYmIiLCJob3N0bmFtZSI6InRyYW5zcGFyZW5jeS5nb3YiLCJyZWRpcmVjdF91cmwiOiIvc2l0ZW1hcC54bWwiLCJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwiZXhwIjoxNzgyMjc0NjYwLCJuYmYiOjE3ODIyNzQzNjAsImlhdCI6MTc4MjI3NDM2MCwiYXV0aF9zdGF0dXMiOiJOT05FIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX2RuIjoiIiwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNvbW1vbl9uYW1lIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sInJlYWxfY291bnRyeSI6IlVTIiwiYXBwX3Nlc3Npb25faGFzaCI6ImIwMTM1NTVhZTdkNWEwMWE4MTExZDYwZGVjMGMwMDUwNjk5YmY4OWRjNzI2MWYxNjIxYzcwZDJiZDJlMTlmODUifQ.GN5b8_JSQiSZbhPmBqpgFV1O8duBUYwt7JYq9QxHw6Vh5E9-Qe_hiS1EXlzYJbe7Bd_0dGZ99FaCkPFdb5raLFOTWj2YoiBJTe6bw22hvH05qunT6slAnf5HsFzOxHk31A-mj1Qn7etPaKtna3kmK6MOfifY4oFrnReB54vsVVScSd8NK4T1NHt1yH0DX3hoe-dK_dulWAiRqVHuKezxeK4bXlusPJo70IITzYIty5a3jwqLFjwCq6olngFX2z_AAumMN7O_1kHp9nW2FvEKTQ49mP7R4VOJ4m1gyOF4aU4-bNWK2ys4fg9j1-WpQqOMIG8j942TC30NpAx4r1KndQ&redirect_url=%2Fsitemap.xml",false,0,0,1
tigta.gov,"Department of the Treasury",200,"https://www.tigta.gov/error-404/index.html",false,0,0,0
taaps.gov,"Department of the Treasury",200,"https://taaps.gov/sitemap.xml",true,1898,0,0.9875
slgs.gov,"Department of the Treasury",200,"https://slgs.gov/sitemap.xml",true,1898,0,0.9733333333333334
sigtarp.gov,"Department of the Treasury",500,"undefined",false,0,0,0
sigpr.gov,"Department of the Treasury",200,"https://home.treasury.gov/services/report-fraud-waste-and-abuse",false,0,1,0
savingsbondwizard.gov,"Department of the Treasury",200,"https://www.savingsbondwizard.gov/sitemap.xml",true,1898,0,0.984375
twai.gov,"Department of the Treasury",500,"undefined",false,0,0,0
savingsbonds.gov,"Department of the Treasury",200,"https://savingsbonds.gov/sitemap.xml",true,1898,0,0.9857142857142858
savingsbond.gov,"Department of the Treasury",200,"https://savingsbond.gov/sitemap.xml",true,1898,0,0.9875
pay.gov,"Department of the Treasury",404,"https://www.pay.gov/sitemap.xml",false,0,0,0
patriotbonds.gov,"Department of the Treasury",500,"undefined",false,0,0,0
treasuryecm.gov,"Department of the Treasury",500,"undefined",false,0,0,0
occnet.gov,"Department of the Treasury",500,"undefined",false,0,0,0
ots.gov,"Department of the Treasury",200,"https://www.occ.gov/sitemap.xml",true,15176,7332,0.9716981132075472
occhelps.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
navycash.gov,"Department of the Treasury",500,"undefined",false,0,0,0
nationalbanknet.gov,"Department of the Treasury",500,"undefined",false,0,0,0
tcis.gov,"Department of the Treasury",500,"undefined",false,0,0,0
tax.gov,"Department of the Treasury",500,"undefined",false,0,0,0
nationalbank.gov,"Department of the Treasury",500,"undefined",false,0,0,0
myra.gov,"Department of the Treasury",500,"undefined",false,0,0,0
occ.gov,"Department of the Treasury",200,"https://www.occ.gov/sitemap.xml",true,15176,7332,0.9716981132075472
nationalbankhelp.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
msb.gov,"Department of the Treasury",400,"undefined",false,0,0,0
moneyfactorystore.gov,"Department of the Treasury",403,"undefined",false,0,0,0
mymoney.gov,"Department of the Treasury",200,"https://www.mymoney.gov/sitemap.xml",true,683,0,0.9
mha.gov,"Department of the Treasury",500,"undefined",false,0,0,0
makinghomeaffordable.gov,"Department of the Treasury",500,"undefined",false,0,0,0
moneyfactory.gov,"Department of the Treasury",200,"https://www.bep.gov/",false,0,0,0
myira.gov,"Department of the Treasury",500,"undefined",false,0,0,0
qatesttwai.gov,"Department of the Treasury",500,"undefined",false,0,0,0
irsnet.gov,"Department of the Treasury",500,"undefined",false,0,0,0
irssales.gov,"Department of the Treasury",200,"https://www.irsauctions.gov/",false,0,0,0
its.gov,"Department of the Treasury",500,"undefined",false,0,0,0
irsauctions.gov,"Department of the Treasury",200,"https://www.irsauctions.gov/sitemap.xml",true,124,0,0.8571428571428572
ipac.gov,"Department of the Treasury",500,"undefined",false,0,0,0
ipp.gov,"Department of the Treasury",200,"https://www.ipp.gov/sitemap.xml",true,49,0,1
helpwithmymortgagebank.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
helpwithmymortgage.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
helpwithmycreditcardbank.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
irs.gov,"Department of the Treasury",200,"https://www.irs.gov/sitemap.xml",true,45000,59980,0.8823529411764706
helpwithmycreditcard.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
helpwithmycheckingaccount.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
helpwithmybank.gov,"Department of the Treasury",200,"https://helpwithmybank.gov/sitemap.xml",true,524,2,0.9583333333333334
godirect.gov,"Department of the Treasury",200,"https://godirect.gov/gpw-fe/",false,0,0,1
financialstability.gov,"Department of the Treasury",500,"undefined",false,0,0,0
fincen.gov,"Department of the Treasury",200,"https://www.fincen.gov/sitemap.xml",true,2860,1,0.9387755102040817
mytreasury.gov,"Department of the Treasury",500,"undefined",false,0,0,0
fsoc.gov,"Department of the Treasury",200,"https://home.treasury.gov/policy-issues/financial-markets-financial-institutions-and-fiscal-service/fsoc",false,0,1,0
financialresearch.gov,"Department of the Treasury",200,"https://www.financialresearch.gov/sitemap.xml",true,499,0,0.07999999999999996
federalspending.gov,"Department of the Treasury",500,"undefined",false,0,0,0
ffb.gov,"Department of the Treasury",200,"https://www.ffb.gov/sitemap.xml",true,99,92,1
fedinvest.gov,"Department of the Treasury",200,"https://treasurydirect.gov/government/federal-investments-program/",false,0,0,0
eyenote.gov,"Department of the Treasury",200,"https://www.bep.gov/services/currency-accessibility/mobile-applications",false,0,0,0
ethicsburg.gov,"Department of the Treasury",500,"undefined",false,0,0,0
eta-find.gov,"Department of the Treasury",400,"undefined",false,0,0,0
federalinvestments.gov,"Department of the Treasury",200,"https://federalinvestments.gov/sitemap.xml",true,1898,0,0.9714285714285714
eaglecash.gov,"Department of the Treasury",500,"undefined",false,0,0,0
eftps.gov,"Department of the Treasury",404,"https://www.eftps.gov/sitemap.xml",false,0,0,0
directoasucuenta.gov,"Department of the Treasury",200,"https://godirect.gov/gpw-fe/?language=es",false,0,0,1
irsvideos.gov,"Department of the Treasury",500,"undefined",false,0,0,0
ccac.gov,"Department of the Treasury",200,"https://www.ccac.gov/sitemap.xml",true,70,0,0.8571428571428572
cdfifund.gov,"Department of the Treasury",200,"https://www.cdfifund.gov/sitemap.xml",true,889,0,0.6923076923076923
comptrollerofthecurrency.gov,"Department of the Treasury",200,"https://www.occ.gov/sitemap.xml",true,15176,7332,0.9716981132075472
bondpro.gov,"Department of the Treasury",200,"https://bondpro.gov/sitemap.xml",true,1898,0,1
bfem.gov,"Department of the Treasury",500,"undefined",false,0,0,0
bep.gov,"Department of the Treasury",200,"https://www.bep.gov/sitemap.xml",true,238,0,0.8484848484848485
banknet.gov,"Department of the Treasury",404,"https://www.banknet.gov/sitemap.xml",false,0,0,0
bankhelp.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
bankcustomerassistance.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
bankcustomer.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
americathebeautifulquarters.gov,"Department of the Treasury",500,"undefined",false,0,0,0
bankanswers.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
ayudaconmibanco.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,0,0,0
watermonitor.gov,"Department of the Interior",500,"undefined",false,0,0,0
asap.gov,"Department of the Treasury",404,"https://asap.gov/sitemap.xml",false,0,0,1
wlci.gov,"Department of the Interior",404,"https://wlci.gov/sitemap.xml",false,0,0,1
utahfireinfo.gov,"Department of the Interior",200,"https://utah-fire-info-utahdnr.hub.arcgis.com/",false,0,0,1
volcano.gov,"Department of the Interior",200,"https://www.usgs.gov/natural-hazards/volcano-hazards/",false,0,0,0
volunteer.gov,"Department of the Interior",200,"https://www.volunteer.gov/s/sitemap.xml",true,1880,0,1
usbr.gov,"Department of the Interior",404,"https://usbr.gov/sitemap.xml",false,0,0,1
sierrawild.gov,"Department of the Interior",200,"https://www.sierrawild.gov/sitemap.xml",true,51,0,1
sciencebase.gov,"Department of the Interior",404,"https://www.sciencebase.gov/sitemaps/sitemap-index.xml",false,0,0,1
salmonrecovery.gov,"Department of the Interior",200,"https://salmonrecovery.gov/sitemap.xml",true,4,2,0.33333333333333337
safecom.gov,"Department of the Interior",200,"https://safecom.gov/sitemap.xml",false,0,0,1
reportband.gov,"Department of the Interior",200,"https://www.pwrc.usgs.gov/BBL/Bander_portal/login/reportband.php",false,0,0,1
rivers.gov,"Department of the Interior",200,"https://www.fws.gov/sitemap.xml",true,2330,3,0.02857142857142858
ama.gov,"Department of the Treasury",500,"undefined",false,0,0,0
osm.gov,"Department of the Interior",500,"undefined",false,0,0,0
onrr.gov,"Department of the Interior",200,"https://onrr.gov/sitemap.xml",true,318,0,1
