domain,agency,status,redirect,valid,sitemap,allowed,source
gsaadvantage.gov,"General Services Administration",200,"https://gsaadvantage.gov/robots.txt",true,"null",true,robots.txt
gsa.gov,"General Services Administration",200,"https://www.gsa.gov/robots.txt",true,"null",true,robots.txt
fsd.gov,"General Services Administration",200,"https://www.fsd.gov/robots.txt",true,"null",true,robots.txt
fpki.gov,"General Services Administration",500,"http://www.fpki.gov/",false,"null",false,undefined
fpds.gov,"General Services Administration",404,"https://fpds.gov/robots.txt",false,"null",false,false
forms.gov,"General Services Administration",200,"https://www.usa.gov/",true,"null",true,meta
fleet.gov,"General Services Administration",500,"http://www.fleet.gov/",false,"null",false,undefined
fpc.gov,"General Services Administration",404,"https://fpc.gov/robots.txt",true,"null",true,x-robots-tag
fpki-lab.gov,"General Services Administration",500,"http://www.fpki-lab.gov/",false,"null",false,undefined
fedrooms.gov,"General Services Administration",500,"http://www.fedrooms.gov/",false,"null",false,undefined
firstgov.gov,"General Services Administration",200,"https://www.usa.gov/",false,"null",false,false
fedramp.gov,"General Services Administration",200,"https://www.fedramp.gov/robots.txt",true,"https://www.fedramp.gov/sitemap.xml",true,robots.txt
fmi.gov,"General Services Administration",200,"https://www.gsa.gov/governmentwide-initiatives/federal-highperformance-buildings/highperformance-building-clearinghouse/learning-resources/facilities-management-institute",false,"null",false,false
fedidcard.gov,"General Services Administration",500,"http://www.fedidcard.gov/",false,"null",false,undefined
fdms.gov,"General Services Administration",200,"https://www.fdms.gov/robots.txt",true,"null",true,robots.txt
fbo.gov,"General Services Administration",500,"https://fbohome.sam.gov/",false,"null",false,undefined
fcsm.gov,"General Services Administration",200,"https://statspolicy.gov/FCSM/",true,"null",true,meta
fapiis.gov,"General Services Administration",200,"https://sam.gov/fapiis",false,"null",false,false
fai.gov,"General Services Administration",200,"https://www.fai.gov/robots.txt",true,"null",true,robots.txt
facadatabase.gov,"General Services Administration",200,"https://www.facadatabase.gov/FACA/robots.txt",true,"null",true,robots.txt
faca.gov,"General Services Administration",404,"https://www.faca.gov/robots.txt",false,"null",false,false
fac.gov,"General Services Administration",200,"https://www.fac.gov/robots.txt",true,"null",true,robots.txt
evaluation.gov,"General Services Administration",404,"https://evaluation.gov/robots.txt",true,"null",true,x-robots-tag
esrs.gov,"General Services Administration",200,"https://sam.gov/esrs",false,"null",false,false
digitalgov.gov,"General Services Administration",500,"http://www.digitalgov.gov/",false,"null",false,undefined
digitaldashboard.gov,"General Services Administration",500,"http://www.digitaldashboard.gov/",false,"null",false,undefined
digital.gov,"General Services Administration",200,"https://digital.gov/robots.txt",true,"https://digital.gov/sitemap.xml",true,robots.txt
ecpic.gov,"General Services Administration",404,"https://www.ecpic.gov/robots.txt",false,"null",false,false
csusop.gov,"General Services Administration",500,"http://www.csusop.gov/",false,"null",false,undefined
data.gov,"General Services Administration",200,"https://data.gov/robots.txt",true,"https://data.gov/sitemap.xml",true,robots.txt
cpars.gov,"General Services Administration",200,"https://cpars.gov/robots.txt",true,"null",true,robots.txt
consumeraction.gov,"General Services Administration",500,"http://www.consumeraction.gov/",false,"null",false,undefined
fsrs.gov,"General Services Administration",200,"https://sam.gov/fsrs",false,"null",false,false
code.gov,"General Services Administration",200,"https://digital.gov/resources/requirements-for-achieving-efficiency-transparency-and-innovation-through-reusable-and-open-source-software/",true,"null",true,meta
computersforlearning.gov,"General Services Administration",404,"https://computersforlearning.gov/robots.txt",false,"null",false,false
cloud.gov,"General Services Administration",200,"https://cloud.gov/robots.txt",true,"null",true,robots.txt
citizenscience.gov,"General Services Administration",200,"https://www.usa.gov/citizen-science",false,"null",false,false
cio.gov,"General Services Administration",404,"https://www.cio.gov/robots.txt",true,"null",true,x-robots-tag
challenge.gov,"General Services Administration",404,"https://www.challenge.gov/robots.txt",true,"null",true,x-robots-tag
fedinfo.gov,"General Services Administration",500,"http://www.fedinfo.gov/",false,"null",false,undefined
cfo.gov,"General Services Administration",404,"https://cfo.gov/robots.txt",true,"null",true,x-robots-tag
cdo.gov,"General Services Administration",404,"https://cdo.gov/robots.txt",true,"null",true,x-robots-tag
contractdirectory.gov,"General Services Administration",500,"http://www.contractdirectory.gov/",false,"null",false,undefined
buyaccessible.gov,"General Services Administration",500,"http://www.buyaccessible.gov/",false,"null",false,undefined
cbca.gov,"General Services Administration",200,"https://cbca.gov/robots.txt",true,"null",true,robots.txt
buyamerican.gov,"General Services Administration",404,"https://www.madeinamerica.gov/robots.txt",false,"null",false,false
businessusa.gov,"General Services Administration",500,"http://www.businessusa.gov/",false,"null",false,undefined
fbf.gov,"General Services Administration",200,"https://acquisitiongateway.gov/forecast",false,"null",false,false
cao.gov,"General Services Administration",404,"https://www.acquisition.gov/cao-homerobots.txt",false,"null",false,false
400yaahc.gov,"General Services Administration",500,"http://www.400yaahc.gov/",false,"null",false,undefined
acquisitiongateway.gov,"General Services Administration",200,"https://acquisitiongateway.gov/robots.txt",true,"https://acquisitiongateway.gov/sitemap.xml",true,robots.txt
18f.gov,"General Services Administration",500,"http://www.18f.gov/",false,"null",false,undefined
acquisition.gov,"General Services Administration",200,"https://www.acquisition.gov/robots.txt",true,"null",true,robots.txt
protecciondelconsumidor.gov,"Federal Trade Commission",500,"http://www.protecciondelconsumidor.gov/",false,"null",false,undefined
sentinel.gov,"Federal Trade Commission",200,"https://www.ftc.gov/enforcement/consumer-sentinel-network",false,"null",false,false
accessibility.gov,"General Services Administration",500,"http://www.accessibility.gov/",false,"null",false,undefined
idtheft.gov,"Federal Trade Commission",500,"http://www.idtheft.gov/",false,"null",false,undefined
robodeidentidad.gov,"Federal Trade Commission",200,"https://www.robodeidentidad.gov/robots.txt",true,"null",true,robots.txt
afadvantage.gov,"General Services Administration",200,"https://afadvantage.gov/robots.txt",true,"null",true,robots.txt
hsr.gov,"Federal Trade Commission",200,"https://www.ftc.gov/enforcement/premerger-notification-program",false,"null",false,false
identitytheft.gov,"Federal Trade Commission",200,"https://www.identitytheft.gov/robots.txt",true,"null",true,robots.txt
militaryconsumer.gov,"Federal Trade Commission",200,"https://www.militaryconsumer.gov/robots.txt",true,"null",true,robots.txt
onguardonline.gov,"Federal Trade Commission",200,"https://www.consumer.ftc.gov/robots.txt",true,"null",true,robots.txt
ftc.gov,"Federal Trade Commission",200,"https://www.ftc.gov/robots.txt",true,"null",true,robots.txt
econsumer.gov,"Federal Trade Commission",200,"https://econsumer.gov/robots.txt",true,"null",true,robots.txt
dontserveteens.gov,"Federal Trade Commission",200,"https://dontserveteens.gov/robots.txt",true,"null",true,robots.txt
consumidor.gov,"Federal Trade Commission",200,"https://consumidor.gov/robots.txt",true,"null",true,robots.txt
tsptest.gov,"Federal Retirement Thrift Investment Board",500,"http://www.tsptest.gov/",false,"null",false,undefined
donotcall.gov,"Federal Trade Commission",200,"https://donotcall.gov/robots.txt",true,"null",true,robots.txt
tsp.gov,"Federal Retirement Thrift Investment Board",403,"https://www.tsp.gov/",false,"null",false,undefined
frtibtest.gov,"Federal Retirement Thrift Investment Board",500,"http://www.frtibtest.gov/",false,"null",false,undefined
consumer.gov,"Federal Trade Commission",200,"https://consumer.gov/robots.txt",true,"null",true,robots.txt
exploretsp.gov,"Federal Retirement Thrift Investment Board",500,"http://www.exploretsp.gov/",false,"null",false,undefined
newmoney.gov,"Federal Reserve Board of Governors",500,"http://www.newmoney.gov/",false,"null",false,undefined
frs.gov,"Federal Reserve Board of Governors",500,"http://www.frs.gov/",false,"null",false,undefined
frtib.gov,"Federal Retirement Thrift Investment Board",200,"https://www.frtib.gov/robots.txt",true,"null",true,robots.txt
alertaenlinea.gov,"Federal Trade Commission",200,"https://consumidor.ftc.gov/robots.txt",true,"null",true,robots.txt
fedres.gov,"Federal Reserve Board of Governors",500,"http://www.fedres.gov/",false,"null",false,undefined
ffiec.gov,"Federal Reserve Board of Governors",200,"https://www.ffiec.gov/robots.txt",true,"null",true,robots.txt
uscurrency.gov,"Federal Reserve Board of Governors",200,"https://www.uscurrency.gov/robots.txt",true,"null",true,robots.txt
fedpartnership.gov,"Federal Reserve Board of Governors",200,"https://www.fedpartnership.gov/robots.txt",true,"null",true,robots.txt
federalreserveconsumerhelp.gov,"Federal Reserve Board of Governors",404,"https://www.federalreserveconsumerhelp.gov/robots.txt",false,"null",false,false
federalreserve.gov,"Federal Reserve Board of Governors",404,"https://www.federalreserve.gov/robots.txt",false,"null",false,false
fbiic.gov,"Federal Reserve Board of Governors",404,"https://www.fbiic.gov/robots.txt",false,"null",false,false
billetes.gov,"Federal Reserve Board of Governors",200,"https://www.uscurrency.gov/es",false,"null",false,false
consumersentinel.gov,"Federal Trade Commission",200,"https://consumersentinel.gov/robots.txt",true,"null",true,robots.txt
permitting.gov,"Federal Permitting Improvement Steering Council",200,"https://www.permitting.gov/robots.txt",true,"null",true,robots.txt
fpisc.gov,"Federal Permitting Improvement Steering Council",200,"https://www.permitting.gov/robots.txt",true,"null",true,robots.txt
fmshrc.gov,"Federal Mine Safety and Health Review Commission",200,"https://fmshrc.gov/robots.txt",true,"null",true,robots.txt
flra.gov,"Federal Labor Relations Authority",200,"https://www.flra.gov/robots.txt",true,"null",true,robots.txt
frb.gov,"Federal Reserve Board of Governors",500,"http://www.frb.gov/",false,"null",false,undefined
fmc.gov,"Federal Maritime Commission",200,"https://www.fmc.gov/robots.txt",true,"https://www.fmc.gov/sitemap_index.xml",true,robots.txt
mortgagetranslations.gov,"Federal Housing Finance Agency",200,"https://www.fhfa.gov/mortgage-translations",true,"null",true,meta
fmcs.gov,"Federal Mediation and Conciliation Service",200,"https://www.fmcs.gov/robots.txt",true,"https://www.fmcs.gov/sitemap_index.xml",true,robots.txt
fhfaoig.gov,"Federal Housing Finance Agency",200,"https://www.fhfaoig.gov/robots.txt",true,"null",true,robots.txt
ferc.gov,"Federal Energy Regulatory Commission",200,"https://ferc.gov/robots.txt",true,"null",true,robots.txt
fhfa.gov,"Federal Housing Finance Agency",200,"https://www.fhfa.gov/robots.txt",true,"null",true,robots.txt
fdicseguro.gov,"Federal Deposit Insurance Corporation",500,"http://www.fdicseguro.gov/",false,"null",false,undefined
ofia.gov,"Federal Deposit Insurance Corporation",200,"https://ofia.gov/robots.txt",true,"https://www.ofia.gov/sitemap.xml",true,robots.txt
fdicig.gov,"Federal Deposit Insurance Corporation",500,"http://www.fdicig.gov/",false,"null",false,undefined
myfdic.gov,"Federal Deposit Insurance Corporation",200,"https://myfdic.gov/robots.txt",true,"null",true,robots.txt
adr.gov,"Federal Mediation and Conciliation Service",500,"http://www.adr.gov/",false,"null",false,undefined
economicinclusion.gov,"Federal Deposit Insurance Corporation",500,"http://www.economicinclusion.gov/",false,"null",false,undefined
fec.gov,"Federal Election Commission",200,"https://www.fec.gov/robots.txt",true,"https://www.fec.gov/sitemap-wagtail.xml",true,robots.txt
getinternet.gov,"Federal Communications Commission",200,"https://getinternet.gov/robots.txt",true,"null",true,robots.txt
broadbandmap.gov,"Federal Communications Commission",200,"https://broadbandmap.fcc.gov/",false,"null",false,false
fcc.gov,"Federal Communications Commission",200,"https://www.fcc.gov/robots.txt",true,"null",true,robots.txt
acpbenefit.gov,"Federal Communications Commission",500,"http://www.acpbenefit.gov/",false,"null",false,undefined
affordableconnectivity.gov,"Federal Communications Commission",500,"http://www.affordableconnectivity.gov/",false,"null",false,undefined
fdicoig.gov,"Federal Deposit Insurance Corporation",200,"https://fdicoig.gov/robots.txt",true,"null",true,robots.txt
fdic.gov,"Federal Deposit Insurance Corporation",200,"https://www.fdic.gov/robots.txt",true,"https://www.fdic.gov/sitemap.xml",true,robots.txt
accedeainternet.gov,"Federal Communications Commission",200,"https://www.getinternet.gov/apply?ln=U3BhbmlzaA%3D%3D&awsl=accedeainternet",false,"null",false,false
whitehousedrugpolicy.gov,"Executive Office of the President",500,"http://www.whitehousedrugpolicy.gov/",false,"null",false,undefined
fcsic.gov,"Farm Credit Administration",404,"https://www.fcsic.gov/robots.txt",false,"null",false,false
fca.gov,"Farm Credit Administration",200,"https://www.fca.gov/robots.txt",true,"https://www.fca.gov/sitemap.xml",true,robots.txt
fdicconnect.gov,"Federal Deposit Insurance Corporation",500,"http://www.fdicconnect.gov/",false,"null",false,undefined
exim.gov,"Export/Import Bank of the U.S.",200,"https://exim.gov/robots.txt",true,"null",true,robots.txt
ustr.gov,"Executive Office of the President",200,"https://ustr.gov/robots.txt",true,"null",true,robots.txt
unitedwestand.gov,"Executive Office of the President",500,"http://www.unitedwestand.gov/",false,"null",false,undefined
usds.gov,"Executive Office of the President",200,"https://www.usds.gov/robots.txt",true,"null",true,robots.txt
reprorights.gov,"Executive Office of the President",500,"http://www.reprorights.gov/",false,"null",false,undefined
reproductiverights.gov,"Executive Office of the President",500,"http://www.reproductiverights.gov/",false,"null",false,undefined
reproaccess.gov,"Executive Office of the President",500,"http://www.reproaccess.gov/",false,"null",false,undefined
reproductiveaccess.gov,"Executive Office of the President",500,"http://www.reproductiveaccess.gov/",false,"null",false,undefined
publicserviceloanforgiveness.gov,"Executive Office of the President",500,"http://www.publicserviceloanforgiveness.gov/",false,"null",false,undefined
pslf.gov,"Executive Office of the President",500,"http://www.pslf.gov/",false,"null",false,undefined
pitctestdomain.gov,"Executive Office of the President",500,"http://www.pitctestdomain.gov/",false,"null",false,undefined
usdigitalservice.gov,"Executive Office of the President",200,"https://www.usds.gov/robots.txt",true,"null",true,robots.txt
pci.gov,"Executive Office of the President",500,"http://www.pci.gov/",false,"null",false,undefined
pitc.gov,"Executive Office of the President",500,"http://www.pitc.gov/",false,"null",false,undefined
ostp.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/ostp/",true,"null",true,meta
wh.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/robots.txt",true,"https://www.whitehouse.gov/sitemap_index.xml",true,robots.txt
whitehouse.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/robots.txt",true,"https://www.whitehouse.gov/sitemap_index.xml",true,robots.txt
ondcp.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/ondcp/?utm_source=www.ondcp.gov",true,"null",true,meta
omb.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/omb/?utm_source=www.omb.gov",true,"null",true,meta
investinginamerica.gov,"Executive Office of the President",500,"http://www.investinginamerica.gov/",false,"null",false,undefined
investinamerica.gov,"Executive Office of the President",500,"http://www.investinamerica.gov/",false,"null",false,undefined
invest.gov,"Executive Office of the President",500,"http://www.invest.gov/",false,"null",false,undefined
invertir.gov,"Executive Office of the President",500,"http://www.invertir.gov/",false,"null",false,undefined
nepa.gov,"Executive Office of the President",500,"http://nepa.gov/robots.txt",false,"null",false,false
environmentaljustice.gov,"Executive Office of the President",500,"http://www.environmentaljustice.gov/",false,"null",false,undefined
ej.gov,"Executive Office of the President",500,"http://www.ej.gov/",false,"null",false,undefined
eop.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/",true,"null",true,meta
crisisnextdoor.gov,"Executive Office of the President",500,"http://www.crisisnextdoor.gov/",false,"null",false,undefined
cleanenergy.gov,"Executive Office of the President",500,"http://www.cleanenergy.gov/",false,"null",false,undefined
childtaxcredit.gov,"Executive Office of the President",500,"http://www.childtaxcredit.gov/",false,"null",false,undefined
buildbackbetter.gov,"Executive Office of the President",500,"http://www.buildbackbetter.gov/",false,"null",false,undefined
max.gov,"Executive Office of the President",404,"https://max.omb.gov/robots.txt",false,"null",false,false
build.gov,"Executive Office of the President",500,"http://www.build.gov/",false,"null",false,undefined
earmarks.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/omb/",true,"null",true,meta
ai.gov,"Executive Office of the President",200,"https://www.ai.gov/robots.txt",true,"https://www.ai.gov/sitemap.xml",true,robots.txt
budget.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/omb/?utm_source=www.budget.gov",true,"null",true,meta
sustainability.gov,"Environmental Protection Agency",200,"https://sustainability.gov/robots.txt",true,"null",true,robots.txt
nano.gov,"Executive Office of the President",200,"https://www.nano.gov/robots.txt",true,"https://www.nano.gov/sitemap_index.xml",true,robots.txt
greengov.gov,"Environmental Protection Agency",500,"http://www.greengov.gov/",false,"null",false,undefined
eeoc.gov,"Equal Employment Opportunity Commission",200,"https://www.eeoc.gov/robots.txt",true,"null",true,robots.txt
foiaonline.gov,"Environmental Protection Agency",500,"http://www.foiaonline.gov/",false,"null",false,undefined
urbanwaters.gov,"Environmental Protection Agency",200,"https://www.epa.gov/urbanwaterspartners",false,"null",false,false
relocatefeds.gov,"Environmental Protection Agency",404,"https://www.epa.gov/relocatefeds",false,"null",false,undefined
quantum.gov,"Executive Office of the President",200,"https://www.quantum.gov/robots.txt",true,"https://www.quantum.gov/sitemap_index.xml",true,robots.txt
epaoig.gov,"Environmental Protection Agency",200,"https://www.epa.gov/office-inspector-general",false,"null",false,false
cbi-epa.gov,"Environmental Protection Agency",500,"http://www.cbi-epa.gov/",false,"null",false,undefined
frtr.gov,"Environmental Protection Agency",200,"https://frtr.gov/robots.txt",true,"null",true,robots.txt
airnow.gov,"Environmental Protection Agency",404,"https://www.airnow.gov/robots.txt",false,"null",false,false
energystar.gov,"Environmental Protection Agency",200,"https://www.energystar.gov/robots.txt",true,"https://www.energystar.gov/sitemap.xml",true,robots.txt
fedcenter.gov,"Environmental Protection Agency",404,"https://www.fedcenter.gov/robots.txt",false,"null",false,false
airknowledge.gov,"Environmental Protection Agency",404,"https://airknowledge.gov/robots.txt",false,"null",false,false
epa.gov,"Environmental Protection Agency",200,"https://www.epa.gov/robots.txt",true,"null",true,robots.txt
osis.gov,"Director of National Intelligence",500,"http://www.osis.gov/",false,"null",false,undefined
helpamericavote.gov,"Election Assistance Commission",200,"https://helpamericavote.gov/robots.txt",true,"null",true,robots.txt
votebymail.gov,"Election Assistance Commission",200,"https://votebymail.gov/robots.txt",true,"null",true,robots.txt
ugov.gov,"Director of National Intelligence",500,"http://www.ugov.gov/",false,"null",false,undefined
ncsc.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/ncsc-home",false,"null",false,false
nctc.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/nctc-home",false,"null",false,false
eac.gov,"Election Assistance Commission",200,"https://www.eac.gov/robots.txt",true,"null",true,robots.txt
odni.gov,"Director of National Intelligence",200,"https://www.odni.gov/robots.txt",true,"https://www.dni.gov/sitemap.xml",true,robots.txt
ise.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/",false,"null",false,false
icjointduty.gov,"Director of National Intelligence",404,"https://www.dni.gov/index.php/careers/joint-duty",false,"null",false,undefined
intelligence.gov,"Director of National Intelligence",404,"https://www.intelligence.gov/robots.txt",false,"null",false,false
intel.gov,"Director of National Intelligence",404,"https://www.intel.gov/robots.txt",false,"null",false,false
famep.gov,"Director of National Intelligence",500,"http://www.famep.gov/",false,"null",false,undefined
iarpa-ideas.gov,"Director of National Intelligence",200,"https://iarpa-ideas.gov/client/signin.aspx",false,"null",false,false
iarpa.gov,"Director of National Intelligence",200,"https://www.iarpa.gov/robots.txt",true,"null",true,robots.txt
workplace.gov,"Department of the Treasury",500,"http://www.workplace.gov/",false,"null",false,undefined
dni.gov,"Director of National Intelligence",200,"https://www.dni.gov/robots.txt",true,"https://www.dni.gov/sitemap.xml",true,robots.txt
intelink.gov,"Director of National Intelligence",500,"http://www.intelink.gov/",false,"null",false,undefined
ustreas.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,"null",false,false
wizard.gov,"Department of the Treasury",404,"https://wizard.gov/robots.txt",false,"null",false,false
usmint.gov,"Department of the Treasury",403,"https://www.usmint.gov/",false,"null",false,undefined
usdebitcard.gov,"Department of the Treasury",404,"https://www.usdebitcard.gov/robots.txt",true,"null",true,meta
ttlplus.gov,"Department of the Treasury",500,"http://www.ttlplus.gov/",false,"null",false,undefined
ttbonline.gov,"Department of the Treasury",500,"https://www.ttbonline.gov/",false,"null",false,undefined
usaspending.gov,"Department of the Treasury",200,"https://www.usaspending.gov/robots.txt",true,"https://www.usaspending.gov/sitemap.xml",true,robots.txt
ce-ncsc.gov,"Director of National Intelligence",500,"http://www.ce-ncsc.gov/",false,"null",false,undefined
ttb.gov,"Department of the Treasury",200,"https://www.ttb.gov/robots.txt",true,"null",true,robots.txt
treasuryscams.gov,"Department of the Treasury",404,"https://www.treasuryscams.gov/robots.txt",false,"null",false,false
ncix.gov,"Director of National Intelligence",500,"http://www.ncix.gov/",false,"null",false,undefined
treasuryhunt.gov,"Department of the Treasury",404,"https://www.treasuryhunt.gov/robots.txt",false,"null",false,false
treasuryauction.gov,"Department of the Treasury",500,"http://www.treasuryauction.gov/",false,"null",false,undefined
treasurydirect.gov,"Department of the Treasury",404,"https://treasurydirect.gov/robots.txt",false,"null",false,false
treasuryauctions.gov,"Department of the Treasury",404,"https://treasuryauctions.gov/robots.txt",false,"null",false,false
treasury.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,"null",false,false
treaslockbox.gov,"Department of the Treasury",404,"https://treaslockbox.gov/robots.txt",false,"null",false,false
tigtanet.gov,"Department of the Treasury",500,"http://www.tigtanet.gov/",false,"null",false,undefined
treas.gov,"Department of the Treasury",200,"https://home.treasury.gov/",false,"null",false,false
transparency.gov,"Department of the Treasury",200,"https://loveisaskill.cloudflareaccess.com/cdn-cgi/access/login/transparency.gov?kid=809982948ee875c21e377dcdcf9c1e0acac128ed77dd8679aeb255b410cb30bb&meta=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsImtpZCI6IjgyZDVlZmQ5ZjExMDU4YmUzOWVhYjEwZWQxZDk2NGI5MDU4Y2QxZTdiZWY1YzA5YWEyNjMyYzlkY2YyMzhmMzkifQ.eyJ0eXBlIjoibWV0YSIsImF1ZCI6IjgwOTk4Mjk0OGVlODc1YzIxZTM3N2RjZGNmOWMxZTBhY2FjMTI4ZWQ3N2RkODY3OWFlYjI1NWI0MTBjYjMwYmIiLCJob3N0bmFtZSI6InRyYW5zcGFyZW5jeS5nb3YiLCJyZWRpcmVjdF91cmwiOiIvcm9ib3RzLnR4dCIsInNlcnZpY2VfdG9rZW5fc3RhdHVzIjpmYWxzZSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJleHAiOjE3ODIyNzQ2NjAsIm5iZiI6MTc4MjI3NDM2MCwiaWF0IjoxNzgyMjc0MzYwLCJhdXRoX3N0YXR1cyI6Ik5PTkUiLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfZG4iOiIiLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY29tbW9uX25hbWUiOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwicmVhbF9jb3VudHJ5IjoiVVMiLCJhcHBfc2Vzc2lvbl9oYXNoIjoiOWZlMzMyNTIyMDhjODAwNWY3ODFiYzM3OWYwNDVjM2Q2M2Q4MDgwZTQ4ZGQyMWQ1ZjkyMmNmNzdkZWVmNWRiNCJ9.f4Djj7N3Itj-ax0tdeWx8Ij1XNTg6ytUdvZyhS1evdI0dPkDJBvbVf2DTdiw_u3wlhLW5Gz9KjAlQEQAkBH3RX65hLO4BtZeTo5OpPoy45JC-QVwcRKr_oLB6SwunT1jrhyPCz5ztjEHarO66Zh5E1DLb-pXtE244B1yXNDaFcVTDJYxKhxhEe2Iimex3Np0djQrK8eyZ324oKG9P75x8_oKR-HFm_Gcn-9OSdjovzeqKYa4T1HkfGR9S1zpyviWL8SQgudycifFoHZAKqIvSrX3XSeh1EdExXu8kJYjlVfKxivzhDCJpmtF_4kllptkKqEhBKvj6IrW2SmWu3NIHA&redirect_url=%2Frobots.txt",true,"null",true,meta
tigta.gov,"Department of the Treasury",200,"https://www.tigta.gov/error-404/index.html",false,"null",false,false
taaps.gov,"Department of the Treasury",404,"https://taaps.gov/robots.txt",false,"null",false,false
slgs.gov,"Department of the Treasury",404,"https://slgs.gov/robots.txt",false,"null",false,false
sigtarp.gov,"Department of the Treasury",500,"http://www.sigtarp.gov/",false,"null",false,undefined
sigpr.gov,"Department of the Treasury",200,"https://home.treasury.gov/services/report-fraud-waste-and-abuse",false,"null",false,false
savingsbondwizard.gov,"Department of the Treasury",404,"https://www.savingsbondwizard.gov/robots.txt",false,"null",false,false
twai.gov,"Department of the Treasury",500,"http://www.twai.gov/",false,"null",false,undefined
savingsbonds.gov,"Department of the Treasury",404,"https://savingsbonds.gov/robots.txt",false,"null",false,false
savingsbond.gov,"Department of the Treasury",404,"https://savingsbond.gov/robots.txt",false,"null",false,false
pay.gov,"Department of the Treasury",404,"https://www.pay.gov/robots.txt",false,"null",false,false
patriotbonds.gov,"Department of the Treasury",500,"http://www.patriotbonds.gov/",false,"null",false,undefined
treasuryecm.gov,"Department of the Treasury",500,"http://www.treasuryecm.gov/",false,"null",false,undefined
occnet.gov,"Department of the Treasury",500,"http://www.occnet.gov/",false,"null",false,undefined
ots.gov,"Department of the Treasury",200,"https://www.occ.gov/robots.txt",true,"https://www.occ.gov/sitemap.xml",true,robots.txt
occhelps.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,"null",false,false
navycash.gov,"Department of the Treasury",500,"https://www.navycash.gov//",false,"null",false,undefined
nationalbanknet.gov,"Department of the Treasury",500,"http://www.nationalbanknet.gov/",false,"null",false,undefined
tcis.gov,"Department of the Treasury",500,"http://www.tcis.gov/",false,"null",false,undefined
tax.gov,"Department of the Treasury",500,"http://www.tax.gov/",false,"null",false,undefined
nationalbank.gov,"Department of the Treasury",500,"http://www.nationalbank.gov/",false,"null",false,undefined
myra.gov,"Department of the Treasury",500,"http://www.myra.gov/",false,"null",false,undefined
occ.gov,"Department of the Treasury",200,"https://occ.gov/robots.txt",true,"https://www.occ.gov/sitemap.xml",true,robots.txt
nationalbankhelp.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,"null",false,false
msb.gov,"Department of the Treasury",400,"http://www.msb.gov/",false,"null",false,undefined
moneyfactorystore.gov,"Department of the Treasury",403,"https://www.usmint.gov/bureau-of-engraving.html",false,"null",false,undefined
mymoney.gov,"Department of the Treasury",200,"https://www.mymoney.gov/robots.txt",true,"null",true,robots.txt
mha.gov,"Department of the Treasury",500,"http://www.mha.gov/",false,"null",false,undefined
makinghomeaffordable.gov,"Department of the Treasury",500,"http://www.makinghomeaffordable.gov/",false,"null",false,undefined
moneyfactory.gov,"Department of the Treasury",200,"https://www.bep.gov/",false,"null",false,false
myira.gov,"Department of the Treasury",500,"http://www.myira.gov/",false,"null",false,undefined
qatesttwai.gov,"Department of the Treasury",500,"http://www.qatesttwai.gov/",false,"null",false,undefined
irsnet.gov,"Department of the Treasury",500,"http://www.irsnet.gov/",false,"null",false,undefined
irssales.gov,"Department of the Treasury",200,"https://www.irsauctions.gov/",false,"null",false,false
its.gov,"Department of the Treasury",500,"http://www.its.gov/",false,"null",false,undefined
irsauctions.gov,"Department of the Treasury",200,"https://www.irsauctions.gov/robots.txt",true,"null",true,robots.txt
ipac.gov,"Department of the Treasury",500,"http://www.ipac.gov/",false,"null",false,undefined
ipp.gov,"Department of the Treasury",200,"https://www.ipp.gov/robots.txt",true,"https://www.ipp.gov/sitemap.xml",true,robots.txt
helpwithmymortgagebank.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,"null",false,false
helpwithmymortgage.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,"null",false,false
irs.gov,"Department of the Treasury",200,"https://www.irs.gov/robots.txt",true,"https://www.irs.gov/sitemap.xml",true,robots.txt
helpwithmycreditcardbank.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,"null",false,false
helpwithmycreditcard.gov,"Department of the Treasury",200,"https://www.helpwithmybank.gov/",false,"null",false,false
